评论者,推荐力度,评论时间,评论内容
Horrypure,力荐,"
                    2018-05-19 19:30:09
                ",真是一部令人深思的电影，我们班主任也老早叫我们去看了。描写了许许多多的人性，真的不愧为电影界标杆
maggie_ma,力荐,"
                    2012-03-09 14:48:08
                ",终于看完这部豆瓣网排第一的片子了。很不错。最关键的一个词hope。最后那个拥抱很感人。这部电影告诉我，不管前面的路有多难，坚持下去，就会有希望。当你选择一条不寻常的路时，也许周围的人会反对，劝阻，但最终的路还是自己走出来的。
Crazy Wen,力荐,"
                    2010-03-08 22:40:47
                ",比原著小说更会说故事~向我们展示希望的不灭，经典中的经典。。
Eudaemonia,力荐,"
                    2008-01-24 20:13:29
                ",觉得此片好的人一般是：1、思考过存在意义（也许只是想过为什么活着这一命题）的人；2、思索过信仰、宗教、人与神关系的人；3、有耐心读完整本书（非网络文学），并对未知事物有好奇心，遇到迷题有探索冲动的人；4、处事过程并不完全靠直觉，而是尝试简单推理的人；5、无论表面如何阳光，内
YOUNG LEE,力荐,"
                    2010-12-26 11:54:09
                ","Hope is a good thing,maybe the best of things,and no good thing ever dies. "
青儿,力荐,"
                    2009-08-03 19:26:18
                ","Shawshank,a bussness man in the world war 2,he find the humanlity through the gemany army's killing for jew,he is a hero for saving jew"
小唯,力荐,"
                    2011-02-27 01:11:35
                ",Some birds are not meant to be caged.Their feathers are just too bright.
V_Lachesis,力荐,"
                    2011-05-31 17:18:44
                ","A legend of a hell escaper, never institutionalized but always as an individual, who keeps releasing the power of hope. "
79,力荐,"
                    2007-08-16 12:54:24
                ",故事发生在1947年，银行家安迪被指控枪杀了妻子及其情人，被判无期徙刑，这意味着他将在肖恩克监狱中渡过余生。 　　 阿瑞1927年因谋杀罪被判无期徙刑，数次假释都未获成功。他现在已经成为肖恩克监狱中的“权威人物”，只要你付得起钱，他几乎有办法搞到任何你想要的东西：香烟，糖果，酒，甚至是大麻。每当有新囚犯来的时候，大家就赌谁会在第一个夜晚哭泣。阿瑞认为弱不禁风、书生气时足的安迪一定会哭，结果安迪的沉默使他输掉了四包烟。但同时也使阿瑞对他另眼相看。 　　 好长时间以来，安迪不和任何人接触，在大家报怨的
微千葵,推荐,"
                    2011-04-05 15:18:29
                ",同学推荐，才开始勉强在看 我只得说 前面的沉闷全是为了最后30分钟做伏笔 最后太精彩
PLAYTOY,力荐,"
                    2009-08-04 19:50:21
                ","真的是经典…看过小说所以知道大致情节，不然会是怎样的震撼…即使这样，还是有很多感人或震撼或沉重的情节，经典台词不胜枚举，经典桥段数不胜数…结局和原著不同，延续到两人重聚的镜头，虽然没有原著的结局开放，却是整部影片唯一的温暖色调~这片子已经被夸到烂了，但还是……经典~~~Some birds aren't meant to be caged, that's all. Their feathers are just too bright."
PSG粉保护协会,力荐,"
                    2023-04-24 21:08:41
                ",90/100这是一个独特的切面，这是一部很美国的片，逼真地展示了监狱生活和其下的人物，情节则是跌宕起伏，前后呼应和情绪释放让人大呼过瘾；不同的人有不同的选择，有关人生，光荣与梦想...他们是三代人，但影片其实没有过多展开时代背景，而且着眼于选择，有关自由的追求和“人生价值”——多个维度的饱满让它成为了经久不衰的影史佳作；从新英格兰到德克萨斯，这其实也是帝国一步一步崛起的故事，创作者们足够“温情”，把故事停留在了60年代，最梦幻的年代，一切都充满美好、自由与希望
臻圣,力荐,"
                    2018-11-20 19:14:01
                ",＃2023 BJIFF#屋顶喝啤酒的牢犯感激着安迪的恩赐，女明星海报不断更替隐藏着惊天的秘密。囚笼桎梏不住坚毅的灵魂，圣经救赎不了贪婪的欲望，安迪不止渴望洗刷冤屈，更是想拼命追求夺回人生的权利。爬过污水，涤尽罪恶，终于在大洋彼岸重获重生。
砳砳,力荐,"
                    2011-01-15 14:37:25
                ",hope is a good thing， maybe the best of things
昊月明霜,推荐,"
                    2011-12-20 12:55:36
                ",很不错，很震撼心灵。但是它太好了，所以嫉妒的只给4星。另：个人认为谨慎17年andy不该在最后冒险穿一双新皮鞋从典狱长办公室回到牢房。
可爱没有脑袋,力荐,"
                    2016-12-27 19:50:22
                ",希望，是这个故事给予人们最大的美好。在最后看到那片蓝色大海顿时真的令人感动得想哭啊，非常棒的故事。
一青啾,力荐,"
                    2016-12-31 19:35:41
                ","曾经给我最昏暗的高中时期带来了曙光，从体制化到希望到救赎，每一步都是人生的经验。和当年的对手《阿甘正传》同时看的，但《肖申克的救赎》在我心中的地位是永远的第一，Get busy living, Or get busy dying"
ありちゃん,推荐,"
                    2014-11-18 01:28:47
                ",高中时看过小说 不过觉得也就是一个中规中矩的大片 基本上大片在我这里最高也就是4星……感想是还是要掌握一技之长 这样到哪儿都饿不死=。=
drunkenstain,力荐,"
                    2009-11-25 20:39:53
                ",最精彩的是安迪自我救赎部分，很励志，鼓励人最不能失去的是希望，“不然就真的被着黑暗社会改造了
塔拉胡,推荐,"
                    2018-12-08 02:15:22
                ",「监狱里的高墙实在是很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。」好莱坞电影的母题，自由与英雄主义。
小月丰er,力荐,"
                    2010-02-11 23:01:27
                ",电影是很好的，但总的来说我认为应该是好在了故事里的精心布局到最后出人意料的结局，而不是整个片子的各个方面。不管怎么说，还是激动人心的，应该得到五星
十一,力荐,"
                    2016-12-18 14:54:25
                ",还是要靠自己
Dreamer-Echo,力荐,"
                    2009-08-23 21:34:07
                ",看这部电影的时候 还是两张碟版的vcd 情节却让人过目不忘 且不断回味 可算是 神作 了
天外飞梨,推荐,"
                    2017-04-03 07:05:04
                ",坚强的人只能救赎自己，伟大的人才能拯救他人。
无敌的我 @ 头发快点长,推荐,"
                    2015-01-22 12:56:39
                ",我只是想说，学好一门技能是多么重要啊T.T无论你是被关小黑屋了还是越狱了。。"Brook was here" "So was Ned" 虽然Andy并没“到此一游过”，3人代表了3种对“希望”的态度，Ned成为了Brook和Andy的平衡点，大多数人都是Ned一样的普通人，对希望既有绝望的时候，又有绝地逢生的时候。
悲哀的亡灵,推荐,"
                    2013-10-17 20:24:29
                ",谁也不会否认本片的优秀，可我就是认为本片是最名过其实的电影之一
16MAX,力荐,"
                    2011-06-08 02:40:24
                ","""Keep busy living ,or get busy dying.""  !!!"
Woicon,力荐,"
                    2012-01-07 02:02:41
                ",他有一种闲庭信步的优雅，无论他身居何处。那是一种自我的信念，让所有外界添加的一切变得微不足道。
2006-03-19加入,力荐,"
                    2012-05-23 14:32:07
                ",没想到是斯蒂芬·金的片子！
TOWNE,推荐,"
                    2012-01-27 15:55:41
                ",“Fear can hold you prisoner，hope can set you free。”
听风是雨,力荐,"
                    2018-02-25 23:10:00
                ",看的时候其实还小，你说看出啥内涵的东西真的没有，但是看的时候很爽就给个五星吧，我就是如此肤浅！
halrepublic,很差,"
                    2014-08-08 03:20:47
                ",肖申克的救赎火的奇怪，就像曼德拉的死亡一样，莫名其妙就火了。这电影糟糕的就像汤姆大叔的小屋，充满了刻意，飘中曾经以南方人的口吻讽刺这本“著作”。肖申克的救赎，救赎，redemption，redemption，有没有点某“闪人”宗教意味？
Tweezlexhkdhj,力荐,"
                    2011-11-19 22:31:22
                ",当时 是和我爸 我弟一起看的 直看到半夜 被震撼了好久好久~
Jane,力荐,"
                    2011-05-20 07:35:30
                ",1。知识就是力量2。电影名字让我这么多年都提不起兴趣看。。。
汤圆,力荐,"
                    2011-11-18 18:17:54
                ",本人最爱的电影，注意，是最，没有之一。至少看过5遍，看着画面我几乎能背台词。每当失望、绝望、想放弃、觉得自己很苦逼很悲催的时候，我总会想到这部电影，也总会想到安迪，于是又重新振作起来。感谢这部电影，不知多少次伴我坦然面对一切的不顺。
丽塔,力荐,"
                    2009-03-07 00:50:35
                ",因为看了这部，觉得就没必要看《越狱》了。老觉得《越狱》肯定会让我失望的。
C.,力荐,"
                    2010-12-18 20:25:36
                ",这是对于“希望”与“勇气”的最好诠释。这个社会就是个Shawshank Prison，我们已经被驯化了，按时工作、生活、睡觉、听从指示…… 我们也无从知道这堵高墙外面是什么了。       每年看一次，每次都会有新的体会。
Matzka,力荐,"
                    2009-08-08 15:20:22
                ",很久很久以前看的 大概是03还是04年 非常喜欢 那时还没有越狱电视版 唯一想说的是由于电视版越狱的商业价值的成功 人们才把这部电影拿出台面来看让我非常失望 希望真正爱看电影的人好好享受这部作品 不要拿它和越狱比较
小核桃,力荐,"
                    2006-06-20 15:17:14
                ","no matter what's wrong,happy ending..."
薇羅尼卡,力荐,"
                    2006-02-04 23:50:27
                ",很棒的片子，演员好，编剧好，没的说。
打道,力荐,"
                    2009-09-07 10:07:44
                ",前面也许看着有点沉闷，但是当你坚持看完之后你才会发现，哇，多么优美的一部电影啊
U Thant,力荐,"
                    2011-04-15 14:19:13
                ",一部看了之后就一直想看下去的电影 监狱这个可怕的地方 可以改变人类的性情 不能出来的人 想方设法的想要获得自由 逃离这个地方 而能够离开的人 却无法再适应外面的生活 不知道自己还能做什么 这就是人性的矛盾所在 
過期貓糧,力荐,"
                    2020-01-23 17:50:04
                ",他被困在后悔和自责的囚笼中，却一直没有放弃寻找解脱之道。这正是我应该学习的地方，不然等到那个告诉我无罪的声音叫醒我时，想逃也逃不出去了。
天上掉下夏洛克,还行,"
                    2018-09-15 22:11:26
                ",好看的，我也非常喜欢。但过誉了。——高二班主任在班上放，又看了一遍。从头至尾的高饱和度的旁白，使观者处在事件之外的位置，过分冷静，不是最合适的叙事角度。一整场满满的符号称得上妙绝，仅仅在与国内教育制度关联时，就能产生许多本土的、私人的解读，显示出其普通性，这大概是其誉满内地的原因。与《大红灯笼高高挂》相反，这是个体抵抗制度的驯服并反将制度摧毁的fairytale，可以对比来看东西方人生观念的差异。比较其他方面的中规中矩，想给予剧本（文本太好）最多的赞赏。重看减分。
工口君,力荐,"
                    2011-12-10 14:06:28
                ",起初你讨厌它（监狱），然后你逐渐习惯它，足够的时间后你开始依赖它，这就是体制化.
想我说yes,力荐,"
                    2011-07-05 10:43:40
                ",很励志的电影，其中也有浓浓的温情。但是我感觉 在我心中 教父 才是最经典的
杜鹏,推荐,"
                    2014-11-23 00:58:37
                ",现在觉得这样的片子也就是适合小孩子看 尽管是好片子
那山那云那月,力荐,"
                    2011-07-17 20:42:40
                ","Red reading a note left by Andy: Remember, Red, hope is good thing, mabye the best of things. And no good thing ever dies."
熊,力荐,"
                    2007-06-30 00:04:56
                ",Get busy living， or get busy dying.Some birds aren't meant to be caged. Their feathers are just too bright.
teamoon,推荐,"
                    2018-01-05 23:53:16
                ",为数不多的几部不论看多少遍都不会快进的经典，每一个细节都充满惊喜
否定先森,力荐,"
                    2012-09-03 11:33:16
                ",面对如此惨淡的人生需要万分的勇气和毅力，突然想到一句话，成功的人都是孤独的，但有颗强大的内心，纵使前途万般苦难，总有希望在指引着自己前进！不被所谓的“体制化”所改变，否则即便脱离了体制化的环境也摆脱不了内心的脆弱。
z先森,力荐,"
                    2011-01-03 16:34:44
                ",当看到安迪跟red说起自己如果出狱后想做什么时，可能我们都只当那是安迪的空想，一厢情愿的想想美好的愿望罢了，美国监狱与太平洋彼岸的自由，但结果来得很凶猛，芝华塔尼欧、海边、小船，安迪都将这些实现了。安迪在给red的信中说道，希望是好事，也许是人间至善，而美好的事永不消逝。
法爷,力荐,"
                    2009-08-31 14:09:28
                ",在绝境中 有人妥协 有人抵抗 有人看似妥协却始终不放弃内心的期望  希望、坚持与智慧让一切禁锢的东西变成推动力。人生往后，心若不死，必有蓝天。
Fionn,推荐,"
                    2010-04-03 15:43:32
                ",希望是好的。面对生活的不幸，能够勇敢地活下去本身就是一种幸，继而改变那份不幸，自我救赎。
hhj,力荐,"
                    2010-01-22 17:51:47
                ",闲来无事，又看了一遍《肖申克的救赎》，这回是国语配音的。我想为什么它在那年的奥斯卡没有斩获什么大奖。。。可能它就是照着斯蒂芬·金的小说描绘了一遍，改动也很少，如果观众先前已读过小说，就不会“刺激1995”了。
De Ajacied,推荐,"
                    2013-01-15 06:07:07
                ","Hope is a good thing, maybe the best of things. And no good thing ever dies."
天蝎小猪,力荐,"
                    2008-02-06 14:23:03
                ",希望就是一切...忙著去活！
月涩,推荐,"
                    2017-01-10 22:14:21
                ",经典中的经典！
K桑,力荐,"
                    2012-04-28 18:01:51
                ",我给满分不是因为他们获得了自由，而是这部电影本身的观念即世上无难事，只怕有心人。
xwy315,力荐,"
                    2010-10-03 02:52:53
                ",可能是推荐这部片的人太多了吧，如果有4星半就好了。
鼻哥,力荐,"
                    2013-10-03 14:50:57
                ",How beautiful Pacific ocean is! Prisons always tell people a lot. Maybe this is why directors love this topic. Also can find nothing to stick an intelligent man. Poor Brooks. But happy ending.
我不告诉你,力荐,"
                    2011-05-13 10:04:24
                ","在学校看了两遍,和同学一起把所有的台词,起承转合都讨论了一遍。片中所有出现过的每一个角色都值得人思考，在人物细节处理上做得非常成功，尽管很多桥段深入推敲就显过分完美和毫无道理可言，但丝毫不破坏主角光环下的人格魅力。只能说当一个人达到某种境界时，连老天爷都会帮他。"
品客,推荐,"
                    2007-05-19 20:05:23
                ","挺棒的,但不至于那么喜欢."
Miss,力荐,"
                    2010-07-18 00:58:45
                ",无法形容看完此片的心情 感动 喜悦 痛快 沉思...  还有一行泪流过面颊 伴随我扬起淡淡的嘴角
无忌ll,力荐,"
                    2012-09-03 18:45:15
                ",HOPE IS A GOOD THING MAYBE THE BEST OF THINGS. AND NO GOOD THING EVER DIES.
kobie,推荐,"
                    2009-02-22 15:17:08
                ",至于嘛，IMDB得分第一，豆瓣就一定是第一？15万人中77%的人打五星？
?,力荐,"
                    2022-04-05 21:03:20
                ",一直没有看这部电影因为没有等到时机，今天就是最好的时机，困于谷底，寄人篱下，小心翼翼的忍耐，忙于活着，等待闪电的夜晚。
? ? ? ? ? ?,力荐,"
                    2012-10-27 10:07:25
                ",后续好多片子的前瞻  请永远怀揣希望  哪怕自己创造
大鱼,力荐,"
                    2007-01-10 13:52:26
                ",...Hope is a good thing...Maybe  is the best of things......
一人独往,推荐,"
                    2017-04-13 14:00:48
                ",回顾那一段经典台词：“有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困！”
Germany,力荐,"
                    2012-01-04 01:27:30
                ",竟然忘了给这电影打分啊。。挺喜欢结局啊，所以四星啦。。大家不要盲目跟风啊。。
黑稻子,推荐,"
                    2007-01-13 14:43:50
                ",说实话，给我的震撼没有传说中那么强烈，但就电影来说，他做得已经足够多了
Icarus,力荐,"
                    2009-08-20 18:01:19
                ",这片子一定得经历了些东西才能看懂，千人眼中有千个哈姆雷特不是么安迪至少救赎了2个人倒是不错的
小乙,力荐,"
                    2010-10-15 21:25:17
                ",一直想海报这招其实监狱长自己不也用了相似的吗。另外，海报后墙里藏尸啦白夜行里的独自爬行啦某些基情啦……无聊发散= =。
